Acquisition Year,Catalog No,Categories,Category,Collection,Collector,Country,Culture,Curatorial Notes,Date,Dimensions,Donor,Exhibition History,Hall,Keywords,Locale,Material,Period,Publication History,Region,Regions,Subject,Technique,Thumb URL,Title
1898 [EXPEDITION],65 / 1675,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,D:6.8 H:1.2 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL STONE SHIELD,ABOVE TAEAKATA,"STONE (ARGILLITE), RESIN, BEAD (GLASS)",,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,INCISED,https://anthro.amnh.org/images/preview/65/65_1675.jpg,"FRAGMENTS OF ARGILLITE ROCK, SHIELD"
1898 [EXPEDITION],65 / 1675 *,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,LARGEST) L:12.5 W:8.7 H:3.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARGILLITE FRAGMENT,ABOVE TAEAKATA,STONE (ARGILLITE),,,,,,,https://anthro.amnh.org/images/preview/65/65_1675X.jpg,FRAGMENTS OF ARGILLITE ROCK
1898 [EXPEDITION],65 / 1676,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,CEREMONIAL OBJECT,,,,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1676.jpg,TRUNCATED PYRAMID
1898 [EXPEDITION],65 / 1677,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,D:9.5 H:2.6 (in CM),"LUMHOLTZ, CARL, DR.",,,DISK,,"STONE, PIGMENT?",,,,,,ENGRAVED,https://anthro.amnh.org/images/preview/65/65_1677.jpg,DISK
1898 [EXPEDITION],65 / 1679,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,DISK,,STONE,,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1679.jpg,DISK
1898 [EXPEDITION],65 / 1680,,COSTUME,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:20.5 W:9 H:0.6 (in CM),"LUMHOLTZ, CARL, DR.",,,SHIELD,,"CANE, YARN",,,,,,,https://anthro.amnh.org/images/preview/65/65_1680.jpg,SHIELD OF GRANDMOTHER GROWTH
1898 [EXPEDITION],65 / 1681,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:15.5 W:6 H:0.6 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL BED,,"CANE, YARN",,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1681.jpg,BED OF GRANDMOTHER GROWTH
1898 [EXPEDITION],65 / 1682,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:37 W:13 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL ARROW,,"CANE, PIGMENT, FEATHER, YARN, SINEW, CORD, WOOD",,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1682.jpg,ARROW OF ELDER BROTHER
1898 [EXPEDITION],65 / 1683,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:23 W:4.7 H:2 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL ARROW,,"CANE, PIGMENT, FEATHER, SINEW, CORD, YARN, HIDE (LEATHER)",,,,,,,https://anthro.amnh.org/images/preview/65/65_1683.jpg,ARROW OF GREAT GRANDFATHER DEER TAIL
1898 [EXPEDITION],65 / 1684,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:13.8 W:4.6 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL EYE,,"CANE, THREAD",,,,,,,https://anthro.amnh.org/images/preview/65/65_1684.jpg,EYE OF ELDER BROTHER
1898 [EXPEDITION],65 / 1685,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,D:5.6 H:9.7 (in CM),"LUMHOLTZ, CARL, DR.",,,DRUM,,WOOD,,,,,,,https://anthro.amnh.org/images/preview/65/65_1685.jpg,"DRUM, SLIT DRUM"
1898 [EXPEDITION],65 / 1686,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:5.7 W:5.5 H:9 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL OBJECT,,"WOOD, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1686.jpg,DRUM OF GRANDMOTHER GROWTH
1898 [EXPEDITION],65 / 1687,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:4.5 W:4.3 H:4.2 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL OBJECT,,"WOOD, RESIN, BEAD (GLASS)",,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1687.jpg,DRUM OF ELDER BROTHER
1898 [EXPEDITION],65 / 1688,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:3.3 W:3 H:4.8 (in CM),"LUMHOLTZ, CARL, DR.",,,MODEL DRUM,TAEAKATA,"WOOD, PIGMENT, BEAD (GLASS)",,,,,,,https://anthro.amnh.org/images/preview/65/65_1688.jpg,DRUM MODEL
1898 [EXPEDITION],65 / 1688 *,,COSTUME,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:15 W:8 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,"CEREMONIAL BED, SHIELD",TAEAKATA,"CANE, YARN",,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1688X.jpg,BED OR SHIELD
1898 [EXPEDITION],65 / 1689,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,VOTIVE BOWL,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1689.jpg,VOTIVE BOWL OF MOTHER WEST-WATER
1898 [EXPEDITION],65 / 1691,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,VOTIVE BOWL,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1691.jpg,VOTIVE BOWL OF TATE TULI IKITA
1898 [EXPEDITION],65 / 1692,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,FIGURINE,,BEAD,,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1692.jpg,COW
1898 [EXPEDITION],65 / 1693,"CONTAINERS, EQUIPMENT",,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,DISH,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1693.jpg,DISH
1898 [EXPEDITION],65 / 1694,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,VOTIVE BOWL,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1694.jpg,VOTIVE BOWL OF NAKAWE
1898 [EXPEDITION],65 / 1695,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,VOTIVE BOWL,TAEAKATA,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1695.jpg,VOTIVE BOWL
1898 [EXPEDITION],65 / 1700,,,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:12.3 W:4.6 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,CEREMONIAL EYE,,"WOOD, YARN",,,,,,,https://anthro.amnh.org/images/preview/65/65_1700.jpg,EYE?
1898 [EXPEDITION],65 / 1702,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:26 W:19 H:18 (in CM),"LUMHOLTZ, CARL, DR.",,,BASKET,,PLANT FIBER,,,,,,,https://anthro.amnh.org/images/preview/65/65_1702.jpg,BASKET
1898 [EXPEDITION],65 / 1703,"CONTAINERS, WEAPONS AND AMMUNITION",,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,QUIVER) L:96.5 W:4 H:3.5 (in CM),"LUMHOLTZ, CARL, DR.",,,"ARROW, BOW, QUIVER",,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1703.jpg,"BOW, QUIVER AND ARROWS"
1898 [EXPEDITION],65 / 1704 B,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:70 W:6 H:6 (in CM),"LUMHOLTZ, CARL, DR.",,,QUIVER,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1704B.jpg,QUIVER
1898 [EXPEDITION],65 / 1704 C,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:65 W:1.5 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704C.jpg,ARROW
1898 [EXPEDITION],65 / 1704 D,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:65.3 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704D.jpg,ARROW
1898 [EXPEDITION],65 / 1704 E,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:64.9 W:1.5 H:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704E.jpg,ARROW
1898 [EXPEDITION],65 / 1704 F,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:65 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704F.jpg,ARROW
1898 [EXPEDITION],65 / 1704 G,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63.5 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704G.jpg,ARROW
1898 [EXPEDITION],65 / 1704 H,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:65 W:1.5 H:1.2 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704H.jpg,ARROW
1898 [EXPEDITION],65 / 1704 I,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:64.5 W:1.7 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704I.jpg,ARROW
1898 [EXPEDITION],65 / 1704 J,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:64.8 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704J.jpg,ARROW
1898 [EXPEDITION],65 / 1704 K,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:65 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1704K.jpg,ARROW
1898 [EXPEDITION],65 / 1705 A,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:93 W:5 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,BOW,,"WOOD, STRING",,,,,,,https://anthro.amnh.org/images/preview/65/65_1705A.jpg,BOW
1898 [EXPEDITION],65 / 1705 B,"CONTAINERS, WEAPONS AND AMMUNITION",,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,QUIVER) L:66 W:16 H:12 (in CM),"LUMHOLTZ, CARL, DR.",,,"ARROW, QUIVER",,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1705B.jpg,QUIVER AND ARROWS
1898 [EXPEDITION],65 / 1705 C,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,SHORTEST) L:60.6 W:2 H:1.5 LONGEST) L:61.8 W:1.8 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1705C.jpg,ARROWS
1898 [EXPEDITION],65 / 1705 D,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,SHORTEST) L:61.5 W:1 H:1 LONGEST) L:64.3 W:2.5 H:2 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1705D.jpg,ARROWS
1898 [EXPEDITION],65 / 1705 E,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,SHORTEST) L:57.4 W:2 H:1.5 LONGEST) L:64.8 W:2.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1705E.jpg,ARROWS
1898 [EXPEDITION],65 / 1706 A,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,TARAHUMARA,,Late 1800s,OVERALL) L:110.5 W:6.2 H:3.5 BOWSTAFF) W:1.8 (in CM),"LUMHOLTZ, CARL, DR.",,,BOW,,"WOOD, SINEW?",,,,,,,https://anthro.amnh.org/images/preview/65/65_1706A.jpg,BOW (WITH BOWSTRING)
1898 [EXPEDITION],65 / 1706 C,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,SHORTEST) L:66.3 W:1.5 H:1.5 LONGEST) L:67.1 W:2 H:2 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1706C.jpg,ARROWS
1898 [EXPEDITION],65 / 1706 D,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,SHORTEST) L:62.5 W:1 H:1 LONGEST) L:67.6 W:1.4 H:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1706D.jpg,ARROWS
1898 [EXPEDITION],65 / 1706 E,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,SHORTEST) L:63.5 W:1.5 H:1.5 LONGEST) L:68.1 W:1.5 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1706E.jpg,ARROWS
1898 [EXPEDITION],65 / 1707,"CONTAINERS, WEAPONS AND AMMUNITION",,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,QUIVER) L:68 W:9.5 H:7 BOW) L:95 W:6 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,"ARROW, BOW, QUIVER",,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1707.jpg,"BOW, QUIVER AND ARROWS"
1898 [EXPEDITION],65 / 1707 A,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,,"LUMHOLTZ, CARL, DR.",,,ARROW,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1707A.jpg,ARROWS
1898 [EXPEDITION],65 / 1709,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,BOW) L:82.5 W:8 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,"ARROW, BOW",,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1709.jpg,BOW AND ARROWS
1898 [EXPEDITION],65 / 1709 A,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:61.1 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709A.jpg,ARROW
1898 [EXPEDITION],65 / 1709 B,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:62.2 W:1 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709B.jpg,ARROW
1898 [EXPEDITION],65 / 1709 C,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:61.3 W:2 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709C.jpg,ARROW
1898 [EXPEDITION],65 / 1709 D,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63.8 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709D.jpg,ARROW
1898 [EXPEDITION],65 / 1709 D *,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63.7 W:1.5 W:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709D X.jpg,ARROW
1898 [EXPEDITION],65 / 1709 D*,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63.7 W:1.5 W:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/graphics/no_image1.jpg,ARROW
1898 [EXPEDITION],65 / 1709 E,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:61.3 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709E.jpg,ARROW
1898 [EXPEDITION],65 / 1709 G,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:61 W:1.5 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709G.jpg,ARROW
1898 [EXPEDITION],65 / 1709 H,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63 W:2 H:1.6 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709H.jpg,ARROW
1898 [EXPEDITION],65 / 1709 I,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63.7 W:2 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709I.jpg,ARROW
1898 [EXPEDITION],65 / 1709 J,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:63.2 W:1.7 H:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709J.jpg,ARROW
1898 [EXPEDITION],65 / 1709 K,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:62.5 W:2 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1709K.jpg,ARROW
1898 [EXPEDITION],65 / 1711,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,HUICHOL,,Late 1800s,L:94.5 W:4.5 H:2.5 (in CM),"LUMHOLTZ, CARL, DR.",,,BOW,,"WOOD, STRING",,,,,,,https://anthro.amnh.org/images/preview/65/65_1711.jpg,BOW
1898 [EXPEDITION],65 / 1712,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,HUICHOL,,Late 1800s,L:73.5 W:10 H:10 (in CM),"LUMHOLTZ, CARL, DR.",,,QUIVER,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1712.jpg,QUIVER
1898 [EXPEDITION],65 / 1712 *,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,HUICHOL,,Late 1800s,L:79 W:12 H:6 (in CM),"LUMHOLTZ, CARL, DR.",,,QUIVER,,,,,,,,,https://anthro.amnh.org/images/preview/65/65_1712X.jpg,QUIVER
1898 [EXPEDITION],65 / 1713,,WEAPONS AND AMMUNITION,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,HUICHOL,,Late 1800s,SHORTEST) L:56.6 W:1.5 H:1 LONGEST) L:71.2 W:1.6 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,ARROW,,"CANE, WOOD, FEATHER, SINEW, PIGMENT",,,,,,,https://anthro.amnh.org/images/preview/65/65_1713.jpg,ARROWS
1898 [EXPEDITION],65 / 1714,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:18 D:7 (in CM),"LUMHOLTZ, CARL, DR.",,,RATTLE,,"GOURD, WOOD, WIRE",,"• SYMBOLISM OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1900",,,,,https://anthro.amnh.org/images/preview/65/65_1714.jpg,RATTLE
1898 [EXPEDITION],65 / 1716,,COSTUME,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,WITHOUT TIES) L:17.5 W:2.1 (in CM),"LUMHOLTZ, CARL, DR.",,,"ANKLET, WRISTLET",,"BEAD, STRING",,,,,,,https://anthro.amnh.org/images/preview/65/65_1716.jpg,WRISTLET OR ANKLET
1898 [EXPEDITION],65 / 1718,"COSTUME, TEXTILE",,MEXICAN & CENTRAL AMERICAN ETHNOGRAPHIC COLLECTION,,MEXICO,,,Late 1800s,L:208 W:12 FRINGE:27 (in CM),"LUMHOLTZ, CARL, DR.",,,GIRDLE,,WOOL,,"• DECORATIVE ART OF THE HUICHOL INDIANS. LUMHOLTZ, CARL. MEMOIRS. Volume 3. 1904",,,BORDER: FIRE STEEL; CENTRAL BAND:DOUBLE-HEADED SERPENT,DOUBLE CLOTH WITH POSTIVE/NEGATIVE FACES (1 WP X 1 WF AND 2 WP X 2 WF),https://anthro.amnh.org/images/preview/65/65_1718.jpg,GIRDLE
